model_name,dataset_name,is_redacted,accuracy,precision,recall,f1,timestamp,fold
BERT,uni,False,1.0,1.0,1.0,1.0,2024-11-14T15:10:22.143872,
BERT,uni,True,0.5065,0.5065581293349654,0.5065,0.5040698951463513,2024-11-14T15:11:21.213494,
