model_name,dataset_name,is_redacted,accuracy,precision,recall,f1,timestamp,fold
BERT,uni,False,1.0,1.0,1.0,1.0,2024-11-14T15:08:17.570630,
BERT,uni,True,0.5105,0.5402265481275296,0.5105,0.3974865069877853,2024-11-14T15:09:22.489345,
