model_name,dataset_name,is_redacted,accuracy,precision,recall,f1,timestamp,fold
BERT,uni,False,1.0,1.0,1.0,1.0,2024-11-14T15:12:21.445370,
BERT,uni,True,0.5075,0.5076264083073164,0.5075,0.5040834697217677,2024-11-14T15:13:21.086988,
