model_name,dataset_name,is_redacted,accuracy,precision,recall,f1,timestamp,fold
BERT,gender_correlation,False,1.0,1.0,1.0,1.0,2024-11-14T14:57:57.070130,
BERT,gender_correlation,True,0.72,0.8097019701304751,0.72,0.6938802964929748,2024-11-14T14:58:56.132594,
