model_name,dataset_name,is_redacted,accuracy,precision,recall,f1,timestamp,fold
BERT,gender_correlation,False,1.0,1.0,1.0,1.0,2024-11-14T14:42:01.385445,
BERT,gender_correlation,True,0.7175,0.7988348678208607,0.7175,0.6926201611183347,2024-11-14T14:43:00.447235,
