model_name,dataset_name,is_redacted,accuracy,precision,recall,f1,timestamp,fold
BERT,gender_correlation,False,1.0,1.0,1.0,1.0,2024-11-14T14:47:59.945930,
BERT,gender_correlation,True,0.7205,0.8079497040045213,0.7205,0.6949186048277434,2024-11-14T14:48:58.814071,
