model_name,dataset_name,is_redacted,accuracy,precision,recall,f1,timestamp,fold
BERT,gender_correlation,False,1.0,1.0,1.0,1.0,2024-11-14T14:40:01.593619,
BERT,gender_correlation,True,0.7205,0.8099376712421823,0.7205,0.6945257441650016,2024-11-14T14:41:00.754502,
