model_name,dataset_name,is_redacted,accuracy,precision,recall,f1,timestamp,fold
BERT,gender_correlation,False,1.0,1.0,1.0,1.0,2024-11-14T14:46:00.806676,
BERT,gender_correlation,True,0.7175,0.7785900511934446,0.7175,0.6971582554053047,2024-11-14T14:46:59.562921,
