model_name,dataset_name,is_redacted,accuracy,precision,recall,f1,timestamp,fold
BERT,gender,False,1.0,1.0,1.0,1.0,2024-11-14T14:19:17.913709,
BERT,gender,True,0.493,0.5086333333333333,0.493,0.3583775199316093,2024-11-14T14:20:18.961088,
