model_name,dataset_name,is_redacted,accuracy,precision,recall,f1,timestamp,fold
BERT,gender,False,1.0,1.0,1.0,1.0,2024-11-14T14:33:27.102640,
BERT,gender,True,0.4905,0.49179989478997094,0.4905,0.3525977321873801,2024-11-14T14:34:26.500918,
