model_name,dataset_name,is_redacted,accuracy,precision,recall,f1,timestamp,fold
BERT,gender,False,1.0,1.0,1.0,1.0,2024-11-14T14:35:27.603473,
BERT,gender,True,0.492,0.50170305199324,0.492,0.3585842968240191,2024-11-14T14:36:26.920916,
