model_name,dataset_name,is_redacted,accuracy,precision,recall,f1,timestamp,fold
BERT,gender,False,1.0,1.0,1.0,1.0,2024-11-14T14:31:25.839513,
BERT,gender,True,0.4925,0.5054472222405261,0.4925,0.3573749941515253,2024-11-14T14:32:25.378933,
